Market Center,Commodity,State,Year,Month,Arrivals,Unit of Arrivals,Origin,Variety,Minimum Price,Maximum Price,Modal Price,Unit of Price
Koppal,Jowar(Sorgham),Karnataka,2011,February,1,Tonnes,NR,Hybrid,795,795,795,Rs/Quintal
Kustagi,Jowar(Sorgham),Karnataka,2011,February,NR,Tonnes,NR,Jowar Hybrid,771,771,771,Rs/Quintal
Laxmeshwar,Jowar(Sorgham),Karnataka,2011,February,1,Tonnes,NR,Jowar ( White),680,1359,936,Rs/Quintal
Raichur,Jowar(Sorgham),Karnataka,2011,February,3,Tonnes,NR,Jowar ( White),838,1514,1514,Rs/Quintal
Raichur,Jowar(Sorgham),Karnataka,2011,February,,,NR,Jowar Hybrid,836,836,836,Rs/Quintal
Sindagi,Jowar(Sorgham),Karnataka,2011,February,15,Tonnes,NR,Jowar ( White),1000,1000,1000,Rs/Quintal
Balwadi,Jowar(Sorgham),Madhya Pradesh,2011,February,0.5,Tonnes,NR,Local,800,900,880,Rs/Quintal
Burhanpur,Jowar(Sorgham),Madhya Pradesh,2011,February,17.1,Tonnes,NR,Other,860,1173,976,Rs/Quintal
Dewas,Jowar(Sorgham),Madhya Pradesh,2011,February,0.2,Tonnes,NR,Other,751,765,760,Rs/Quintal
Guna,Jowar(Sorgham),Madhya Pradesh,2011,February,6.4,Tonnes,NR,Other,880,1720,1360,Rs/Quintal
Jeerapur,Jowar(Sorgham),Madhya Pradesh,2011,February,19,Tonnes,NR,Other,860,2900,1500,Rs/Quintal
Khargone,Jowar(Sorgham),Madhya Pradesh,2011,February,2,Tonnes,NR,Other,825,1097,940,Rs/Quintal
Lashkar,Jowar(Sorgham),Madhya Pradesh,2011,February,2.2,Tonnes,NR,Other,824,1040,951,Rs/Quintal
Nagda,Jowar(Sorgham),Madhya Pradesh,2011,February,0.5,Tonnes,NR,White,943,958,945,Rs/Quintal
Sehore,Jowar(Sorgham),Madhya Pradesh,2011,February,0.6,Tonnes,NR,Other,900,900,900,Rs/Quintal
Sheopurbadod,Jowar(Sorgham),Madhya Pradesh,2011,February,0.5,Tonnes,NR,Other,1040,1040,1040,Rs/Quintal
Sheopurkalan,Jowar(Sorgham),Madhya Pradesh,2011,February,0.5,Tonnes,NR,Other,837,1113,1101,Rs/Quintal
Achalpur,Jowar(Sorgham),Maharashtra,2011,February,11.1,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Ahmednagar,Jowar(Sorgham),Maharashtra,2011,February,17,Tonnes,NR,Other,1751,2300,2025,Rs/Quintal
Akola,Jowar(Sorgham),Maharashtra,2011,February,23.9,Tonnes,NR,Other,850,1050,950,Rs/Quintal
Amalner,Jowar(Sorgham),Maharashtra,2011,February,6.7,Tonnes,NR,Other,1800,2300,2050,Rs/Quintal
Ambejaogai,Jowar(Sorgham),Maharashtra,2011,February,0.6,Tonnes,NR,Other,1750,2365,2300,Rs/Quintal
Ashti(Jalna),Jowar(Sorgham),Maharashtra,2011,February,0.1,Tonnes,NR,Other,1725,1725,1725,Rs/Quintal
Aurangabad,Jowar(Sorgham),Maharashtra,2011,February,3.2,Tonnes,NR,Other,1750,2365,2050,Rs/Quintal
Basmat,Jowar(Sorgham),Maharashtra,2011,February,0.4,Tonnes,NR,Other,1200,1250,1225,Rs/Quintal
Beed,Jowar(Sorgham),Maharashtra,2011,February,5,Tonnes,NR,Other,1350,2500,2100,Rs/Quintal
Bhokar,Jowar(Sorgham),Maharashtra,2011,February,4,Tonnes,NR,Other,830,850,835,Rs/Quintal
Bhusaval,Jowar(Sorgham),Maharashtra,2011,February,1.3,Tonnes,NR,Other,825,1120,960,Rs/Quintal
Chikali,Jowar(Sorgham),Maharashtra,2011,February,5.5,Tonnes,NR,Other,700,776,738,Rs/Quintal
Chopada,Jowar(Sorgham),Maharashtra,2011,February,5,Tonnes,NR,Other,926,1066,1051,Rs/Quintal
Chopada,Jowar(Sorgham),Maharashtra,2011,February,,,NR,Red,1600,1700,1700,Rs/Quintal
Deoulgaon Raja,Jowar(Sorgham),Maharashtra,2011,February,1.8,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Devala,Jowar(Sorgham),Maharashtra,2011,February,0.8,Tonnes,NR,Other,1391,1590,1480,Rs/Quintal
Dhule,Jowar(Sorgham),Maharashtra,2011,February,9.8,Tonnes,NR,Other,860,1045,1025,Rs/Quintal
Dondaicha,Jowar(Sorgham),Maharashtra,2011,February,1,Tonnes,NR,Other,900,1200,1151,Rs/Quintal
Dondaicha(Sindhkheda),Jowar(Sorgham),Maharashtra,2011,February,25,Tonnes,NR,Other,1500,2331,2050,Rs/Quintal
Gangapur,Jowar(Sorgham),Maharashtra,2011,February,0.2,Tonnes,NR,Other,1650,1650,1650,Rs/Quintal
Gevrai,Jowar(Sorgham),Maharashtra,2011,February,0.8,Tonnes,NR,Red,1150,1800,1596,Rs/Quintal
Indapur,Jowar(Sorgham),Maharashtra,2011,February,3,Tonnes,NR,Other,1450,2725,2400,Rs/Quintal
Jalgaon,Jowar(Sorgham),Maharashtra,2011,February,0.5,Tonnes,NR,Other,941,941,941,Rs/Quintal
Jalkot,Jowar(Sorgham),Maharashtra,2011,February,4.6,Tonnes,NR,Other,825,825,825,Rs/Quintal
Jamkhed,Jowar(Sorgham),Maharashtra,2011,February,57.4,Tonnes,NR,Other,2000,2700,2350,Rs/Quintal
Jamner,Jowar(Sorgham),Maharashtra,2011,February,14,Tonnes,NR,Other,880,940,935,Rs/Quintal
Jamner(Neri),Jowar(Sorgham),Maharashtra,2011,February,7.5,Tonnes,NR,Other,860,920,885,Rs/Quintal
Jawala-Bajar,Jowar(Sorgham),Maharashtra,2011,February,1.6,Tonnes,NR,Other,800,900,850,Rs/Quintal
Jintur(Bori),Jowar(Sorgham),Maharashtra,2011,February,0.4,Tonnes,NR,Red,1900,2100,2020,Rs/Quintal
Kalamb(Osmanabad),Jowar(Sorgham),Maharashtra,2011,February,1.3,Tonnes,NR,Jowar ( White),1900,2500,2051,Rs/Quintal
Kalamb(Osmanabad),Jowar(Sorgham),Maharashtra,2011,February,,,NR,Jowar (Yellow),800,1150,1000,Rs/Quintal
Kalamb(Osmanabad),Jowar(Sorgham),Maharashtra,2011,February,,,NR,Other,811,1170,911,Rs/Quintal
Karmala,Jowar(Sorgham),Maharashtra,2011,February,31,Tonnes,NR,Other,1551,2731,2500,Rs/Quintal
Khamgaon,Jowar(Sorgham),Maharashtra,2011,February,34.9,Tonnes,NR,Other,875,1100,987,Rs/Quintal
Kille Dharur,Jowar(Sorgham),Maharashtra,2011,February,0.8,Tonnes,NR,Jowar (Yellow),880,1110,1081,Rs/Quintal
Kille Dharur,Jowar(Sorgham),Maharashtra,2011,February,,,NR,Other,1010,1010,1010,Rs/Quintal
Kille Dharur,Jowar(Sorgham),Maharashtra,2011,February,,,NR,Red,2400,2530,2530,Rs/Quintal
Kolhapur(Laxmipuri),Jowar(Sorgham),Maharashtra,2011,February,13.2,Tonnes,NR,Other,1700,2800,2300,Rs/Quintal
Kurdwadi,Jowar(Sorgham),Maharashtra,2011,February,2.5,Tonnes,NR,Other,1600,2400,2000,Rs/Quintal
Lasur Station,Jowar(Sorgham),Maharashtra,2011,February,4.2,Tonnes,NR,Other,1800,2011,1900,Rs/Quintal
Latur,Jowar(Sorgham),Maharashtra,2011,February,28.5,Tonnes,NR,Jowar (Yellow),1100,1225,1200,Rs/Quintal
Latur,Jowar(Sorgham),Maharashtra,2011,February,,,NR,Other,875,1150,930,Rs/Quintal
Loha,Jowar(Sorgham),Maharashtra,2011,February,2.3,Tonnes,NR,Other,951,1361,1251,Rs/Quintal
Majalgaon,Jowar(Sorgham),Maharashtra,2011,February,0.5,Tonnes,NR,Red,1661,2701,2050,Rs/Quintal
Mangal Wedha,Jowar(Sorgham),Maharashtra,2011,February,55,Tonnes,NR,Other,1160,2700,2300,Rs/Quintal
Mangrulpeer,Jowar(Sorgham),Maharashtra,2011,February,11.7,Tonnes,NR,Other,817,1015,820,Rs/Quintal
Mehekar,Jowar(Sorgham),Maharashtra,2011,February,3,Tonnes,NR,Jowar ( White),950,1050,1000,Rs/Quintal
Mehekar,Jowar(Sorgham),Maharashtra,2011,February,,,NR,Other,730,850,790,Rs/Quintal
Mumbai,Jowar(Sorgham),Maharashtra,2011,February,164.9,Tonnes,NR,Other,1300,2500,1862,Rs/Quintal
Nagpur,Jowar(Sorgham),Maharashtra,2011,February,0.8,Tonnes,NR,Other,890,1050,970,Rs/Quintal
Nanded,Jowar(Sorgham),Maharashtra,2011,February,1.5,Tonnes,NR,Other,800,865,851,Rs/Quintal
Nandura,Jowar(Sorgham),Maharashtra,2011,February,12.5,Tonnes,NR,Other,801,1200,875,Rs/Quintal
Nandurbar,Jowar(Sorgham),Maharashtra,2011,February,65,Tonnes,NR,Other,865,1431,1126,Rs/Quintal
Nanggaon,Jowar(Sorgham),Maharashtra,2011,February,1.1,Tonnes,NR,Other,790,920,855,Rs/Quintal
Navapur,Jowar(Sorgham),Maharashtra,2011,February,1.8,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Pandharpur,Jowar(Sorgham),Maharashtra,2011,February,7,Tonnes,NR,Other,1100,2530,2330,Rs/Quintal
Partur,Jowar(Sorgham),Maharashtra,2011,February,2,Tonnes,NR,Other,1480,1941,1600,Rs/Quintal
Pathardi,Jowar(Sorgham),Maharashtra,2011,February,1.6,Tonnes,NR,Other,1100,1858,1479,Rs/Quintal
Pathari,Jowar(Sorgham),Maharashtra,2011,February,0.7,Tonnes,NR,Other,1901,2285,2225,Rs/Quintal
Pune,Jowar(Sorgham),Maharashtra,2011,February,103.2,Tonnes,NR,Other,1350,3150,2250,Rs/Quintal
Pusad,Jowar(Sorgham),Maharashtra,2011,February,7,Tonnes,NR,Other,820,820,820,Rs/Quintal
Raver,Jowar(Sorgham),Maharashtra,2011,February,1.1,Tonnes,NR,Other,1010,1110,1040,Rs/Quintal
Sangli,Jowar(Sorgham),Maharashtra,2011,February,22.1,Tonnes,NR,Other,900,1750,1325,Rs/Quintal
Sangola,Jowar(Sorgham),Maharashtra,2011,February,1,Tonnes,NR,Other,1800,1800,1800,Rs/Quintal
Sengoan,Jowar(Sorgham),Maharashtra,2011,February,0.1,Tonnes,NR,Other,750,750,750,Rs/Quintal
Shevgaon,Jowar(Sorgham),Maharashtra,2011,February,1.3,Tonnes,NR,Jowar ( White),1500,1600,1550,Rs/Quintal
Shevgaon(Bodhegaon),Jowar(Sorgham),Maharashtra,2011,February,0.7,Tonnes,NR,Other,1351,1600,1450,Rs/Quintal
Shirpur,Jowar(Sorgham),Maharashtra,2011,February,6.3,Tonnes,NR,Jowar ( White),1000,1208,1100,Rs/Quintal
Shirpur,Jowar(Sorgham),Maharashtra,2011,February,,,NR,Jowar (Yellow),1500,2551,2250,Rs/Quintal
Shrirampur,Jowar(Sorgham),Maharashtra,2011,February,0.1,Tonnes,NR,Other,1451,1451,1451,Rs/Quintal
Sinner,Jowar(Sorgham),Maharashtra,2011,February,0.1,Tonnes,NR,Other,1351,1505,1400,Rs/Quintal
Solapur,Jowar(Sorgham),Maharashtra,2011,February,146.5,Tonnes,NR,Other,1390,2300,1900,Rs/Quintal
Umarga,Jowar(Sorgham),Maharashtra,2011,February,0.3,Tonnes,NR,Jowar ( White),1410,2600,1850,Rs/Quintal
Vasai,Jowar(Sorgham),Maharashtra,2011,February,8,Tonnes,NR,Other,900,1200,1000,Rs/Quintal
Parlakhemundi,Jowar(Sorgham),Orissa,2011,February,10,Tonnes,NR,Local,1300,1400,1400,Rs/Quintal
Baran,Jowar(Sorgham),Rajasthan,2011,February,3.3,Tonnes,NR,Other,1032,1100,1032,Rs/Quintal
Bijay Nagar,Jowar(Sorgham),Rajasthan,2011,February,2.1,Tonnes,NR,Other,931,1880,1400,Rs/Quintal
Degana,Jowar(Sorgham),Rajasthan,2011,February,17,Tonnes,NR,Other,1772,1800,1780,Rs/Quintal
Jaipur(Grain)(Chandpole),Jowar(Sorgham),Rajasthan,2011,February,493,Tonnes,NR,Other,1050,1500,1300,Rs/Quintal
Jodhpur(Grain)(Bhagat Ki Kothi),Jowar(Sorgham),Rajasthan,2011,February,11,Tonnes,NR,Other,1000,1400,1200,Rs/Quintal
Kekri,Jowar(Sorgham),Rajasthan,2011,February,320,Tonnes,NR,Other,1000,1400,1255,Rs/Quintal
Kishan Renwal(Sambhar),Jowar(Sorgham),Rajasthan,2011,February,0.2,Tonnes,NR,Other,1525,1525,1525,Rs/Quintal
Kota,Jowar(Sorgham),Rajasthan,2011,February,0.8,Tonnes,NR,Other,1036,1120,1100,Rs/Quintal
Madanganj Kishanganj,Jowar(Sorgham),Rajasthan,2011,February,37.3,Tonnes,NR,Other,1250,1925,1587,Rs/Quintal
Malpura,Jowar(Sorgham),Rajasthan,2011,February,10.6,Tonnes,NR,Other,1200,1700,1600,Rs/Quintal
Sawai Madhopur,Jowar(Sorgham),Rajasthan,2011,February,NR,Tonnes,NR,Other,999,999,999,Rs/Quintal
Tonk,Jowar(Sorgham),Rajasthan,2011,February,24,Tonnes,NR,Jowar ( White),1101,1541,1341,Rs/Quintal
Vijay Nagar(Gulabpura),Jowar(Sorgham),Rajasthan,2011,February,2.6,Tonnes,NR,Other,1050,1050,1050,Rs/Quintal
Karamadai,Jowar(Sorgham),Tamil Nadu,2011,February,NR,Tonnes,NR,Other,1400,1450,1425,Rs/Quintal
Theni,Jowar(Sorgham),Tamil Nadu,2011,February,NR,Tonnes,NR,Other,1100,1150,1125,Rs/Quintal
Usilampatty,Jowar(Sorgham),Tamil Nadu,2011,February,NR,Tonnes,NR,Other,1170,1270,1220,Rs/Quintal
Usilampatty,Jowar(Sorgham),Tamil Nadu,2011,February,,,NR,Red,1240,1450,1345,Rs/Quintal
Usilampatty,Jowar(Sorgham),Tamil Nadu,2011,February,,,NR,White,1550,1750,1650,Rs/Quintal
Jhansi,Jowar(Sorgham),Uttar Pradesh,2011,February,10,Tonnes,NR,Jowar ( White),NR,NR,1150,Rs/Quintal
Kadaura,Jowar(Sorgham),Uttar Pradesh,2011,February,NR,Tonnes,NR,Other,NR,NR,725,Rs/Quintal
Kishunpur,Jowar(Sorgham),Uttar Pradesh,2011,February,17,Tonnes,NR,White,NR,NR,880,Rs/Quintal
Lalitpur,Jowar(Sorgham),Uttar Pradesh,2011,February,25,Tonnes,NR,Other,NR,NR,1100,Rs/Quintal
Mahoba,Jowar(Sorgham),Uttar Pradesh,2011,February,6,Tonnes,NR,Other,NR,NR,1215,Rs/Quintal
Raath,Jowar(Sorgham),Uttar Pradesh,2011,February,NR,Tonnes,NR,Other,700,740,720,Rs/Quintal
Varipaal,Jowar(Sorgham),Uttar Pradesh,2011,February,22,Tonnes,NR,Other,1070,1110,1090,Rs/Quintal
Alur,Maize,Andhra Pradesh,2011,February,1,Tonnes,NR,Local,850,870,860,Rs/Quintal
Bhimadole,Maize,Andhra Pradesh,2011,February,NR,Tonnes,NR,Local,1150,1150,1150,Rs/Quintal
Chintapally,Maize,Andhra Pradesh,2011,February,NR,Tonnes,NR,Hybrid Red (Cattle Feed),850,870,860,Rs/Quintal
Gopalavaram,Maize,Andhra Pradesh,2011,February,1,Tonnes,NR,Local,840,880,860,Rs/Quintal
Tiruvuru,Maize,Andhra Pradesh,2011,February,1,Tonnes,NR,Hybrid,980,1000,990,Rs/Quintal
Bandhabazar,Maize,Chattisgarh,2011,February,11.3,Tonnes,NR,Other,880,880,880,Rs/Quintal
Charama,Maize,Chattisgarh,2011,February,3.8,Tonnes,NR,Other,800,800,800,Rs/Quintal
Keshkal,Maize,Chattisgarh,2011,February,74,Tonnes,NR,Other,775,800,775,Rs/Quintal
Kondagoan,Maize,Chattisgarh,2011,February,196,Tonnes,NR,Local,750,800,775,Rs/Quintal
Nagari,Maize,Chattisgarh,2011,February,34.25,Tonnes,NR,Other,800,800,800,Rs/Quintal
Rajnandgaon,Maize,Chattisgarh,2011,February,0.7,Tonnes,NR,Local,800,800,800,Rs/Quintal
Ramanujganj,Maize,Chattisgarh,2011,February,1.3,Tonnes,NR,Other,900,900,900,Rs/Quintal
Sambalpur,Maize,Chattisgarh,2011,February,7.3,Tonnes,NR,Other,800,800,800,Rs/Quintal
Ahmedabad,Maize,Gujarat,2011,February,28.6,Tonnes,NR,Other,500,700,600,Rs/Quintal
Amreli,Maize,Gujarat,2011,February,1.4,Tonnes,NR,Other,990,1040,1000,Rs/Quintal
Bhiloda,Maize,Gujarat,2011,February,8,Tonnes,NR,Other,1000,1050,1025,Rs/Quintal
Botad,Maize,Gujarat,2011,February,0.2,Tonnes,NR,Other,1110,1110,1110,Rs/Quintal
Dahod,Maize,Gujarat,2011,February,260.8,Tonnes,NR,White (SAFED),950,1020,990,Rs/Quintal
Dahod,Maize,Gujarat,2011,February,,,NR,Yellow,1020,1080,1060,Rs/Quintal
Dehgam,Maize,Gujarat,2011,February,NR,Tonnes,NR,Other,900,1050,975,Rs/Quintal
Dhansura,Maize,Gujarat,2011,February,1.2,Tonnes,NR,Other,950,1050,1010,Rs/Quintal
Gondal,Maize,Gujarat,2011,February,2,Tonnes,NR,Yellow,875,1050,975,Rs/Quintal
Himatnagar,Maize,Gujarat,2011,February,17.7,Tonnes,NR,Hybrid,900,1050,975,Rs/Quintal
Jasdan,Maize,Gujarat,2011,February,0.4,Tonnes,NR,Other,940,1020,1005,Rs/Quintal
Khedbrahma,Maize,Gujarat,2011,February,NR,Tonnes,NR,Other,1010,1035,1030,Rs/Quintal
Lunavada,Maize,Gujarat,2011,February,1.5,Tonnes,NR,Other,950,1000,975,Rs/Quintal
Mahuva,Maize,Gujarat,2011,February,0.1,Tonnes,NR,Other,1000,1000,1000,Rs/Quintal
Palitana,Maize,Gujarat,2011,February,2,Tonnes,NR,Other,625,1175,900,Rs/Quintal
Rajkot,Maize,Gujarat,2011,February,0.5,Tonnes,NR,Deshi Red,950,1095,1025,Rs/Quintal
Talod,Maize,Gujarat,2011,February,52,Tonnes,NR,Other,995,1000,998,Rs/Quintal
Vadodara,Maize,Gujarat,2011,February,16,Tonnes,NR,Deshi Red,1075,1100,1100,Rs/Quintal
Vadodara,Maize,Gujarat,2011,February,,,NR,Deshi White,1051,1100,1100,Rs/Quintal
Vadodara,Maize,Gujarat,2011,February,,,NR,Gajjar,1075,1075,1075,Rs/Quintal
Visavadar,Maize,Gujarat,2011,February,0.04,Tonnes,NR,Other,515,755,635,Rs/Quintal
Gadhwah,Maize,Jharkhand,2011,February,NR,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Giridih,Maize,Jharkhand,2011,February,10,Tonnes,NR,Deshi White,1000,1050,1050,Rs/Quintal
Godda,Maize,Jharkhand,2011,February,NR,Tonnes,NR,Other,1100,1150,1125,Rs/Quintal
Latehar,Maize,Jharkhand,2011,February,NR,Tonnes,NR,Other,900,1000,950,Rs/Quintal
Lohardaga,Maize,Jharkhand,2011,February,NR,Tonnes,NR,Other,1000,1100,1070,Rs/Quintal
Sahebganj,Maize,Jharkhand,2011,February,NR,Tonnes,NR,Other,1050,1150,1050,Rs/Quintal
Annigeri,Maize,Karnataka,2011,February,589,Tonnes,NR,Yellow,753,753,753,Rs/Quintal
Athani,Maize,Karnataka,2011,February,9,Tonnes,NR,Local,900,980,950,Rs/Quintal
Bagalakot,Maize,Karnataka,2011,February,44,Tonnes,NR,Hybrid/Local,905,996,981,Rs/Quintal
Bangalore,Maize,Karnataka,2011,February,53,Tonnes,NR,Hybrid/Local,900,920,910,Rs/Quintal
Bellary,Maize,Karnataka,2011,February,16,Tonnes,NR,Local,890,1000,998,Rs/Quintal
Belur,Maize,Karnataka,2011,February,37,Tonnes,NR,Hybrid/Local,900,1130,1000,Rs/Quintal
Bhadravathi,Maize,Karnataka,2011,February,14,Tonnes,NR,Hybrid/Local,1030,1030,1030,Rs/Quintal
Channagiri,Maize,Karnataka,2011,February,20,Tonnes,NR,Hybrid/Local,800,900,880,Rs/Quintal
Channapatana,Maize,Karnataka,2011,February,63,Tonnes,NR,Other,1000,1010,1005,Rs/Quintal
Channarayapatna,Maize,Karnataka,2011,February,50,Tonnes,NR,Hybrid/Local,1000,1067,1042,Rs/Quintal
Chitradurga,Maize,Karnataka,2011,February,222,Tonnes,NR,Local,840,1030,950,Rs/Quintal
Davangere,Maize,Karnataka,2011,February,1490,Tonnes,NR,Local,900,940,920,Rs/Quintal
Gadag,Maize,Karnataka,2011,February,6,Tonnes,NR,Local,811,939,840,Rs/Quintal
Gangavathi,Maize,Karnataka,2011,February,14,Tonnes,NR,Local,910,925,910,Rs/Quintal
Gundlupet,Maize,Karnataka,2011,February,14,Tonnes,NR,Local,1090,1090,1090,Rs/Quintal
Hanagal,Maize,Karnataka,2011,February,NR,Tonnes,NR,Hybrid/Local,980,980,980,Rs/Quintal
Harappana Halli,Maize,Karnataka,2011,February,169,Tonnes,NR,Hybrid/Local,880,1021,990,Rs/Quintal
Harihara,Maize,Karnataka,2011,February,269,Tonnes,NR,Hybrid/Local,880,880,880,Rs/Quintal
Hassan,Maize,Karnataka,2011,February,421,Tonnes,NR,Local,700,1100,1050,Rs/Quintal
Haveri,Maize,Karnataka,2011,February,719,Tonnes,NR,Local,920,955,935,Rs/Quintal
Holenarsipura,Maize,Karnataka,2011,February,3,Tonnes,NR,Local,1040,1040,1040,Rs/Quintal
Honnali,Maize,Karnataka,2011,February,202,Tonnes,NR,Local,900,1000,990,Rs/Quintal
Hoovinahadagali,Maize,Karnataka,2011,February,40,Tonnes,NR,Yellow,850,900,880,Rs/Quintal
Hubli (Amaragol),Maize,Karnataka,2011,February,1,Tonnes,NR,Local,911,911,911,Rs/Quintal
Jagalur,Maize,Karnataka,2011,February,138,Tonnes,NR,Hybrid/Local,880,1050,1020,Rs/Quintal
Jamakhandi,Maize,Karnataka,2011,February,114,Tonnes,NR,Yellow,800,900,880,Rs/Quintal
Kadur,Maize,Karnataka,2011,February,25,Tonnes,NR,Local,985,985,985,Rs/Quintal
Kollegal,Maize,Karnataka,2011,February,195,Tonnes,NR,Local,880,1000,920,Rs/Quintal
Koppal,Maize,Karnataka,2011,February,161,Tonnes,NR,Yellow,896,978,945,Rs/Quintal
Kottur,Maize,Karnataka,2011,February,356,Tonnes,NR,Hybrid/Local,750,1030,980,Rs/Quintal
Kudchi,Maize,Karnataka,2011,February,15,Tonnes,NR,Hybrid/Local,920,940,930,Rs/Quintal
Kustagi,Maize,Karnataka,2011,February,NR,Tonnes,NR,Hybrid/Local,956,956,956,Rs/Quintal
Laxmeshwar,Maize,Karnataka,2011,February,NR,Tonnes,NR,Local,860,936,936,Rs/Quintal
Mundaragi,Maize,Karnataka,2011,February,34,Tonnes,NR,Yellow,932,973,942,Rs/Quintal
Mysore (Bandipalya),Maize,Karnataka,2011,February,NR,Tonnes,NR,Local,877,1010,1002,Rs/Quintal
Nargunda,Maize,Karnataka,2011,February,81,Tonnes,NR,Local,930,945,935,Rs/Quintal
Rona,Maize,Karnataka,2011,February,2,Tonnes,NR,Hybrid/Local,875,925,915,Rs/Quintal
Shikaripura,Maize,Karnataka,2011,February,873,Tonnes,NR,Local,820,910,830,Rs/Quintal
Shimoga,Maize,Karnataka,2011,February,135,Tonnes,NR,Hybrid/Local,920,960,940,Rs/Quintal
Sindagi,Maize,Karnataka,2011,February,85,Tonnes,NR,Hybrid/Local,850,950,900,Rs/Quintal
Somvarpet,Maize,Karnataka,2011,February,56,Tonnes,NR,Local,750,900,750,Rs/Quintal
A lot,Maize,Madhya Pradesh,2011,February,3.9,Tonnes,NR,Hybrid,850,950,930,Rs/Quintal
Akodia,Maize,Madhya Pradesh,2011,February,0.5,Tonnes,NR,Other,900,950,930,Rs/Quintal
Anjad,Maize,Madhya Pradesh,2011,February,56.4,Tonnes,NR,Yellow,900,950,900,Rs/Quintal
Badnawar,Maize,Madhya Pradesh,2011,February,3,Tonnes,NR,Medium,951,1008,980,Rs/Quintal
Badwaha,Maize,Madhya Pradesh,2011,February,0.4,Tonnes,NR,Other,931,938,938,Rs/Quintal
Badwani,Maize,Madhya Pradesh,2011,February,9,Tonnes,NR,Yellow,850,870,865,Rs/Quintal
Bhikangaon,Maize,Madhya Pradesh,2011,February,1,Tonnes,NR,Other,900,958,929,Rs/Quintal
Bichhiya,Maize,Madhya Pradesh,2011,February,7.8,Tonnes,NR,Other,880,880,880,Rs/Quintal
Burhanpur,Maize,Madhya Pradesh,2011,February,28.5,Tonnes,NR,Other,825,1022,945,Rs/Quintal
Chaurai,Maize,Madhya Pradesh,2011,February,85.5,Tonnes,NR,Deshi White,800,1200,1050,Rs/Quintal
Chhindwara,Maize,Madhya Pradesh,2011,February,179.6,Tonnes,NR,Yellow,925,985,955,Rs/Quintal
Datia,Maize,Madhya Pradesh,2011,February,15,Tonnes,NR,Other,850,852,851,Rs/Quintal
Dewas,Maize,Madhya Pradesh,2011,February,12.1,Tonnes,NR,Other,948,989,980,Rs/Quintal
Guna,Maize,Madhya Pradesh,2011,February,12.7,Tonnes,NR,Other,950,1013,962,Rs/Quintal
Haatpipliya,Maize,Madhya Pradesh,2011,February,0.06,Tonnes,NR,Other,931,931,931,Rs/Quintal
Indore(F&V),Maize,Madhya Pradesh,2011,February,2.8,Tonnes,NR,Yellow,932,1010,1000,Rs/Quintal
Jeerapur,Maize,Madhya Pradesh,2011,February,16.5,Tonnes,NR,Other,930,1020,1000,Rs/Quintal
Jhabua,Maize,Madhya Pradesh,2011,February,3,Tonnes,NR,Other,900,900,900,Rs/Quintal
Kalapipal,Maize,Madhya Pradesh,2011,February,1.6,Tonnes,NR,Other,850,970,920,Rs/Quintal
Khandwa,Maize,Madhya Pradesh,2011,February,1.01,Tonnes,NR,Other,850,914,911,Rs/Quintal
Khargone,Maize,Madhya Pradesh,2011,February,24,Tonnes,NR,Other,876,987,907,Rs/Quintal
Kumbhraj,Maize,Madhya Pradesh,2011,February,1.09,Tonnes,NR,White Local,905,916,915,Rs/Quintal
Kurawar,Maize,Madhya Pradesh,2011,February,22.7,Tonnes,NR,Other,955,970,964,Rs/Quintal
Lateri,Maize,Madhya Pradesh,2011,February,0.3,Tonnes,NR,Other,800,800,800,Rs/Quintal
Mandsaur,Maize,Madhya Pradesh,2011,February,500,Tonnes,NR,Other,940,1070,995,Rs/Quintal
Mhow,Maize,Madhya Pradesh,2011,February,0.5,Tonnes,NR,Other,851,921,890,Rs/Quintal
Neemuch,Maize,Madhya Pradesh,2011,February,88.1,Tonnes,NR,Gajjar,842,996,975,Rs/Quintal
Pandhana,Maize,Madhya Pradesh,2011,February,10.05,Tonnes,NR,Other,915,925,920,Rs/Quintal
Ratlam,Maize,Madhya Pradesh,2011,February,5.1,Tonnes,NR,Yellow,868,994,972,Rs/Quintal
Sehore,Maize,Madhya Pradesh,2011,February,1.2,Tonnes,NR,Other,854,1200,950,Rs/Quintal
Sonkatch,Maize,Madhya Pradesh,2011,February,8.9,Tonnes,NR,Other,900,975,955,Rs/Quintal
Susner,Maize,Madhya Pradesh,2011,February,0.7,Tonnes,NR,Other,925,948,NR,Rs/Quintal
Ujjain,Maize,Madhya Pradesh,2011,February,3.1,Tonnes,NR,Hybrid,955,1121,976,Rs/Quintal
Amalner,Maize,Maharashtra,2011,February,43.9,Tonnes,NR,Deshi Red,831,1061,946,Rs/Quintal
Ambejaogai,Maize,Maharashtra,2011,February,0.6,Tonnes,NR,Other,915,915,915,Rs/Quintal
Bhokardan,Maize,Maharashtra,2011,February,11,Tonnes,NR,Yellow,910,930,915,Rs/Quintal
Chopada,Maize,Maharashtra,2011,February,15,Tonnes,NR,Deshi Red,852,1001,926,Rs/Quintal
Deoulgaon Raja,Maize,Maharashtra,2011,February,4.7,Tonnes,NR,Other,850,950,915,Rs/Quintal
