Market Center,State,Commodity,Year,Month,Arrivals,Unit of Arrivals,Origin,Variety,Minimum Price,Maximum Price,Modal Price,Unit of Price
Gudur,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,MTU-1010,1000,1050,1030,Rs/Quintal
Hiramandalam,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy,1080,1110,1080,Rs/Quintal
Ichapuram,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy,1080,1110,1080,Rs/Quintal
Ipur,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,B P T,1300,1400,1350,Rs/Quintal
Jaggampet,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,Swarna Masuri (New),1030,1100,1080,Rs/Quintal
Jammalamadugu,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Masuri,1000,1100,1050,Rs/Quintal
Kaikaluru,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,MTU-1010,1110,1130,1120,Rs/Quintal
Kaikaluru,Andhra Pradesh,Paddy(Dhan),2012,February,,,NR,MTU-2077,1080,1100,1090,Rs/Quintal
Kakinada,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,MTU-1010,1110,1130,1120,Rs/Quintal
Kalyandurg,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Sona,1080,1150,1100,Rs/Quintal
Kanchili,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy,1080,1100,1080,Rs/Quintal
Kandukur,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,B P T,1250,1350,1300,Rs/Quintal
Kavali,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,MTU-1010,1080,1150,1120,Rs/Quintal
Koilkunta,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,B P T,1000,1100,1050,Rs/Quintal
Kondapi,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,B P T,1250,1350,1300,Rs/Quintal
Kothabommali,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy,1080,1110,1080,Rs/Quintal
Kothapeta,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy,1080,1110,1090,Rs/Quintal
Kothavalasa,Andhra Pradesh,Paddy(Dhan),2012,February,15,Tonnes,NR,Sona Mahsuri,1070,1080,1075,Rs/Quintal
Kovur,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,MTU-1010,1080,1110,1110,Rs/Quintal
Kovvur,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,Sona Mahsuri,1000,1110,1080,Rs/Quintal
Kuchinapudi,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,B P T,1080,1130,1105,Rs/Quintal
Kurupam,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,1001,1080,1080,1080,Rs/Quintal
Macharla,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,B P T,1300,1370,1350,Rs/Quintal
Machilipatnam,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,B P T,1160,1170,1160,Rs/Quintal
Machilipatnam,Andhra Pradesh,Paddy(Dhan),2012,February,,,NR,MTU-1001,1110,1120,1110,Rs/Quintal
Machilipatnam,Andhra Pradesh,Paddy(Dhan),2012,February,,,NR,NO. 2716,1120,1140,1120,Rs/Quintal
Maddipadu,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,B P T,1100,1120,1110,Rs/Quintal
Malleswaram,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,B P T,1100,1150,1110,Rs/Quintal
Malleswaram,Andhra Pradesh,Paddy(Dhan),2012,February,,,NR,MTU-1001,1050,1110,1080,Rs/Quintal
Malleswaram,Andhra Pradesh,Paddy(Dhan),2012,February,,,NR,MTU-1010,1100,1150,1110,Rs/Quintal
Malleswaram,Andhra Pradesh,Paddy(Dhan),2012,February,,,NR,NO. 2716,1100,1150,1110,Rs/Quintal
Mangalagiri,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,B P T,1140,1230,1170,Rs/Quintal
Martur,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,B P T,1320,1350,1330,Rs/Quintal
Mydukur,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,Masuri,1100,1200,1150,Rs/Quintal
Nagalapuram,Andhra Pradesh,Paddy(Dhan),2012,February,36.4,Tonnes,NR,Paddy Coarse,950,1050,1000,Rs/Quintal
Nagaram,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,Paddy,1060,1100,1080,Rs/Quintal
Naidupet,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,MTU-1010,1080,1110,1080,Rs/Quintal
Nandigama,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,B P T,1100,1150,1120,Rs/Quintal
Nandikotkur,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,Sona,1100,1200,1150,Rs/Quintal
Nandyal,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,Sona Mahsuri,1110,1130,1120,Rs/Quintal
Narasannapet,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy,1080,1110,1080,Rs/Quintal
Narasaraopet,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,B P T,1100,1300,1200,Rs/Quintal
Narsapuram,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,MTU-1010,1050,1080,1050,Rs/Quintal
Nellore,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,MTU-1010,1050,1100,1080,Rs/Quintal
Ongole,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,B P T,1280,1380,1350,Rs/Quintal
Palakole,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,MTU-1010,1066,1100,1100,Rs/Quintal
Palakonda,Andhra Pradesh,Paddy(Dhan),2012,February,168.8,Tonnes,NR,Paddy,1080,1110,1080,Rs/Quintal
Pamarru,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,B P T,1010,1030,1020,Rs/Quintal
Pamarru,Andhra Pradesh,Paddy(Dhan),2012,February,,,NR,MTU-1001,1000,1020,1010,Rs/Quintal
Pamarru,Andhra Pradesh,Paddy(Dhan),2012,February,,,NR,MTU-1010,970,990,980,Rs/Quintal
Pamarru,Andhra Pradesh,Paddy(Dhan),2012,February,,,NR,MTU-2077,950,970,960,Rs/Quintal
Parchur,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,I.R. 20,1030,1100,1060,Rs/Quintal
Parvathipuram,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,1001,1080,1080,1080,Rs/Quintal
Pathapatnam,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy,1080,1110,1080,Rs/Quintal
Peddapuram,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy,1000,1200,1080,Rs/Quintal
Penamaluru,Andhra Pradesh,Paddy(Dhan),2012,February,24,Tonnes,NR,Sona Mahsuri,1080,1110,1100,Rs/Quintal
Penugonda,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,Swarna Masuri (New),1000,1080,1050,Rs/Quintal
Pidugurala(Palnadu),Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,B P T,1200,1300,1250,Rs/Quintal
Pithapuram,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy,1020,1050,1030,Rs/Quintal
Polavaram,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Sona Masuri (OLD),1050,1110,1080,Rs/Quintal
Ponduru,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy,1080,1110,1090,Rs/Quintal
Ponnur,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,B P T,1100,1200,1150,Rs/Quintal
Prattipadu,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,MTU-1010,1110,1130,1120,Rs/Quintal
Prattipadu,Andhra Pradesh,Paddy(Dhan),2012,February,,,NR,Swarna Masuri (New),1030,1100,1050,Rs/Quintal
Proddatur,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,B P T,1050,1200,1100,Rs/Quintal
Pusapatirega,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,1001,1050,1100,1050,Rs/Quintal
Rajahmundry,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,1001,1080,1100,1080,Rs/Quintal
Rajahmundry,Andhra Pradesh,Paddy(Dhan),2012,February,,,NR,MTU-1010,1110,1130,1120,Rs/Quintal
Rajam,Andhra Pradesh,Paddy(Dhan),2012,February,149.8,Tonnes,NR,Paddy,1080,1110,1090,Rs/Quintal
Rajampet,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,ADT 37,1200,1200,1200,Rs/Quintal
Rapur,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,MTU-1010,980,1050,1030,Rs/Quintal
Ravulapelem,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,MTU-1010,1110,1130,1120,Rs/Quintal
Ravulapelem,Andhra Pradesh,Paddy(Dhan),2012,February,,,NR,Swarna Masuri (New),1080,1100,1090,Rs/Quintal
Rayachoti,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,ADT 37,1200,1200,1200,Rs/Quintal
Razole,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,Paddy,1000,1100,1050,Rs/Quintal
Repalli,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,B P T,1080,1130,1105,Rs/Quintal
Saluru,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,Sona Mahsuri,1080,1080,1080,Rs/Quintal
Sampara,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy Medium,1050,1110,1080,Rs/Quintal
Sattenapalli,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,B P T,1100,1300,1200,Rs/Quintal
Siddavatam,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,ADT 37,1200,1200,1200,Rs/Quintal
Sompeta,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy,1030,1080,1050,Rs/Quintal
Srikakulam,Andhra Pradesh,Paddy(Dhan),2012,February,5,Tonnes,NR,Paddy,1080,1110,1090,Rs/Quintal
Srikalahasti,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,ADT 37,900,933,915,Rs/Quintal
Srikalahasti,Andhra Pradesh,Paddy(Dhan),2012,February,,,NR,B P T,1300,1400,1350,Rs/Quintal
Sullurpet,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,MTU-1010,1050,1100,1080,Rs/Quintal
Tadepalligudem,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,1001,1060,1080,1070,Rs/Quintal
Tadepalligudem,Andhra Pradesh,Paddy(Dhan),2012,February,,,NR,Swarna Masuri (New),1080,1100,1090,Rs/Quintal
Tanuku,Andhra Pradesh,Paddy(Dhan),2012,February,10,Tonnes,NR,MTU-1010,1080,1100,1080,Rs/Quintal
Tekkali,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy,1080,1110,1090,Rs/Quintal
Tellarevu,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,Paddy Medium,1050,1110,1080,Rs/Quintal
Tenali,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,B P T,1050,1150,1100,Rs/Quintal
Thottambedu,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy Coarse,1050,1150,1100,Rs/Quintal
Tiruvuru,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Sona,1030,1100,1070,Rs/Quintal
Tuni,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Samba Masuri,1000,1100,1050,Rs/Quintal
Udayagiri,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,MTU-1010,1080,1110,1110,Rs/Quintal
Undi,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,MTU-1001,1110,1130,1120,Rs/Quintal
Ungatur,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,MTU-1010,1050,1100,1080,Rs/Quintal
Vakadu,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,MTU-1010,1060,1120,1080,Rs/Quintal
Venkatagiri,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,MTU-1010,1050,1100,1090,Rs/Quintal
Vijayanagaram,Andhra Pradesh,Paddy(Dhan),2012,February,0.1,Tonnes,NR,1001,1080,1100,1080,Rs/Quintal
Vuyyur,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,B P T,1110,1150,1130,Rs/Quintal
Vuyyur,Andhra Pradesh,Paddy(Dhan),2012,February,,,NR,MTU-2077,1080,1100,1090,Rs/Quintal
Yellamanchili,Andhra Pradesh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy,1050,1100,1080,Rs/Quintal
Gauripur,Assam,Paddy(Dhan),2012,February,2,Tonnes,NR,Other,875,900,875,Rs/Quintal
Kharupetia,Assam,Paddy(Dhan),2012,February,10,Tonnes,NR,Paddy fine,850,950,925,Rs/Quintal
Nalbari,Assam,Paddy(Dhan),2012,February,23,Tonnes,NR,Paddy Coarse,750,1000,850,Rs/Quintal
Nalbari,Assam,Paddy(Dhan),2012,February,,,NR,Paddy fine,850,1100,950,Rs/Quintal
Abhanpur,Chattisgarh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy,900,980,970,Rs/Quintal
Arang,Chattisgarh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy Medium,1080,1082,1081,Rs/Quintal
Balodabazar,Chattisgarh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy fine,1115,1700,1350,Rs/Quintal
Bandhabazar,Chattisgarh,Paddy(Dhan),2012,February,194.3,Tonnes,NR,Other,1050,1100,1080,Rs/Quintal
Baramkela,Chattisgarh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy Coarse,1000,1000,1000,Rs/Quintal
Basana,Chattisgarh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Other,1080,1110,1110,Rs/Quintal
Bhatapara,Chattisgarh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy,1000,1160,1125,Rs/Quintal
Bhatapara,Chattisgarh,Paddy(Dhan),2012,February,,,"Chattisgarh,Raipur",Paddy fine,1469,1751,1690,Rs/Quintal
Charama,Chattisgarh,Paddy(Dhan),2012,February,22.5,Tonnes,NR,Other,1000,1082,1080,Rs/Quintal
Chhuria,Chattisgarh,Paddy(Dhan),2012,February,20,Tonnes,NR,Other,950,1080,1000,Rs/Quintal
Dongargaon,Chattisgarh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Other,1080,1110,1085,Rs/Quintal
Gariyaband,Chattisgarh,Paddy(Dhan),2012,February,68,Tonnes,NR,Other,1020,1030,1030,Rs/Quintal
Gharghoda,Chattisgarh,Paddy(Dhan),2012,February,NR,Tonnes,"Chattisgarh,Raigarh",Paddy,1080,1082,1081,Rs/Quintal
Gharghoda,Chattisgarh,Paddy(Dhan),2012,February,,,NR,Paddy fine,1110,1112,1111,Rs/Quintal
Gidam,Chattisgarh,Paddy(Dhan),2012,February,1,Tonnes,NR,Paddy fine,1080,1180,1130,Rs/Quintal
Kasdol,Chattisgarh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy,1000,1110,1080,Rs/Quintal
Kasdol,Chattisgarh,Paddy(Dhan),2012,February,,,NR,Paddy fine,1000,1110,1080,Rs/Quintal
Keshkal,Chattisgarh,Paddy(Dhan),2012,February,3,Tonnes,NR,Paddy Coarse,900,1050,1000,Rs/Quintal
Kheragarh,Chattisgarh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Other,1000,1100,1000,Rs/Quintal
Kondagoan,Chattisgarh,Paddy(Dhan),2012,February,35.5,Tonnes,NR,Paddy Coarse,900,1080,990,Rs/Quintal
Kondagoan,Chattisgarh,Paddy(Dhan),2012,February,,,NR,Paddy fine,1110,1110,1110,Rs/Quintal
Manendragarh,Chattisgarh,Paddy(Dhan),2012,February,81,Tonnes,NR,Other,1115,1115,1115,Rs/Quintal
Narayanpur,Chattisgarh,Paddy(Dhan),2012,February,1787.5,Tonnes,NR,Other,900,1110,1000,Rs/Quintal
Navapara,Chattisgarh,Paddy(Dhan),2012,February,NR,Tonnes,NR,1001,700,700,700,Rs/Quintal
Raigarh,Chattisgarh,Paddy(Dhan),2012,February,66.8,Tonnes,NR,Other,1080,1082,1080,Rs/Quintal
Rajnandgaon,Chattisgarh,Paddy(Dhan),2012,February,NR,Tonnes,NR,I.R. 64,1050,1075,1065,Rs/Quintal
Rajnandgaon,Chattisgarh,Paddy(Dhan),2012,February,,,NR,MTU-1010,1035,1045,1040,Rs/Quintal
Rajnandgaon,Chattisgarh,Paddy(Dhan),2012,February,,,NR,Other,1020,1060,1035,Rs/Quintal
Rajnandgaon,Chattisgarh,Paddy(Dhan),2012,February,,,NR,Paddy fine,1180,1310,1245,Rs/Quintal
Rajnandgaon,Chattisgarh,Paddy(Dhan),2012,February,,,NR,Paddy Medium,1090,1215,1160,Rs/Quintal
Rajnandgaon,Chattisgarh,Paddy(Dhan),2012,February,,,NR,Swarna Masuri (New),1035,1060,1050,Rs/Quintal
Sambalpur,Chattisgarh,Paddy(Dhan),2012,February,7,Tonnes,NR,Other,1050,1110,1080,Rs/Quintal
Sarangarh,Chattisgarh,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy Coarse,1000,1000,1000,Rs/Quintal
Davgadbaria(Piplod),Gujarat,Paddy(Dhan),2012,February,5.5,Tonnes,NR,Other,725,730,728,Rs/Quintal
Devgadhbaria,Gujarat,Paddy(Dhan),2012,February,19,Tonnes,NR,Other,725,732,728,Rs/Quintal
Mehmadabad,Gujarat,Paddy(Dhan),2012,February,NR,Tonnes,NR,Other,950,1000,980,Rs/Quintal
S.Mandvi,Gujarat,Paddy(Dhan),2012,February,0.26,Tonnes,NR,Other,925,925,925,Rs/Quintal
Valod(Buhari),Gujarat,Paddy(Dhan),2012,February,0.4,Tonnes,NR,Other,865,1000,990,Rs/Quintal
Cheeka,Haryana,Paddy(Dhan),2012,February,15.5,Tonnes,NR,Other,1550,1650,1600,Rs/Quintal
Ellanabad,Haryana,Paddy(Dhan),2012,February,54.5,Tonnes,NR,Paddy,1440,1511,1470,Rs/Quintal
Fatehabad,Haryana,Paddy(Dhan),2012,February,228.5,Tonnes,NR,Other,1421,1781,1581,Rs/Quintal
Jind,Haryana,Paddy(Dhan),2012,February,20,Tonnes,NR,Basumathi,1801,1811,1805,Rs/Quintal
Jullana,Haryana,Paddy(Dhan),2012,February,8.5,Tonnes,NR,Other,1790,1821,1821,Rs/Quintal
Kaithal,Haryana,Paddy(Dhan),2012,February,108,Tonnes,NR,Other,1430,1850,1500,Rs/Quintal
Narwana,Haryana,Paddy(Dhan),2012,February,29,Tonnes,NR,Other,1750,1801,1775.5,Rs/Quintal
Ratia,Haryana,Paddy(Dhan),2012,February,41.5,Tonnes,NR,Other,1485,1521,1515,Rs/Quintal
Sirsa,Haryana,Paddy(Dhan),2012,February,98,Tonnes,NR,Basumathi,1441,1772,1523,Rs/Quintal
Tarori,Haryana,Paddy(Dhan),2012,February,104.5,Tonnes,NR,Other,1800,1900,1850,Rs/Quintal
Godda,Jharkhand,Paddy(Dhan),2012,February,NR,Tonnes,NR,Other,700,750,725,Rs/Quintal
Godda,Jharkhand,Paddy(Dhan),2012,February,,,NR,Paddy fine,800,900,850,Rs/Quintal
Jamtara,Jharkhand,Paddy(Dhan),2012,February,2.7,Tonnes,NR,Paddy Coarse,750,850,800,Rs/Quintal
Jamtara,Jharkhand,Paddy(Dhan),2012,February,,,NR,Paddy Medium,1080,1080,1080,Rs/Quintal
Sahebganj,Jharkhand,Paddy(Dhan),2012,February,NR,Tonnes,NR,Paddy Coarse,775,880,800,Rs/Quintal
Sahebganj,Jharkhand,Paddy(Dhan),2012,February,,,NR,Paddy Medium,700,740,700,Rs/Quintal
Bangarpet,Karnataka,Paddy(Dhan),2012,February,83,Tonnes,NR,Paddy Medium,1000,1310,1260,Rs/Quintal
Chintamani,Karnataka,Paddy(Dhan),2012,February,4,Tonnes,NR,1001,900,1000,950,Rs/Quintal
Holenarsipura,Karnataka,Paddy(Dhan),2012,February,18,Tonnes,NR,Paddy Dappa,900,1000,1000,Rs/Quintal
Sakaleshpura,Karnataka,Paddy(Dhan),2012,February,14,Tonnes,NR,Paddy,900,1050,1000,Rs/Quintal
Srirangapattana,Karnataka,Paddy(Dhan),2012,February,6,Tonnes,NR,1001,1080,1080,1080,Rs/Quintal
Tumkur,Karnataka,Paddy(Dhan),2012,February,124,Tonnes,NR,Sona,920,1450,1150,Rs/Quintal
Kasargod,Kerala,Paddy(Dhan),2012,February,5,Tonnes,NR,Other,950,975,950,Rs/Quintal
Bichhiya,Madhya Pradesh,Paddy(Dhan),2012,February,4.5,Tonnes,NR,Other,1130,1130,1130,Rs/Quintal
Keolari,Madhya Pradesh,Paddy(Dhan),2012,February,2.9,Tonnes,NR,Other,1080,1080,1080,Rs/Quintal
Lashkar,Madhya Pradesh,Paddy(Dhan),2012,February,4.2,Tonnes,NR,Paddy,1295,1295,1295,Rs/Quintal
Roha,Maharashtra,Paddy(Dhan),2012,February,14.6,Tonnes,NR,Other,1080,1100,1090,Rs/Quintal
Najafgarh,NCT of Delhi,Paddy(Dhan),2012,February,63,Tonnes,NR,Paddy,1701,1851,1835,Rs/Quintal
Narela,NCT of Delhi,Paddy(Dhan),2012,February,1415.4,Tonnes,NR,1121,1540,1871,1850,Rs/Quintal
Narela,NCT of Delhi,Paddy(Dhan),2012,February,,,NR,Basumathi,1600,1900,1680,Rs/Quintal
Narela,NCT of Delhi,Paddy(Dhan),2012,February,,,NR,DP,1600,1722,1650,Rs/Quintal
Narela,NCT of Delhi,Paddy(Dhan),2012,February,,,NR,Other,1421,1541,1500,Rs/Quintal
Narela,NCT of Delhi,Paddy(Dhan),2012,February,,,NR,Paddy,1421,1900,1850,Rs/Quintal
Anandapur,Orissa,Paddy(Dhan),2012,February,51,Tonnes,NR,Other,1070,1100,1080,Rs/Quintal
Attabira,Orissa,Paddy(Dhan),2012,February,NR,Tonnes,NR,Other,1080,1110,1080,Rs/Quintal
Bahadajholla,Orissa,Paddy(Dhan),2012,February,500,Tonnes,NR,Swarna Masuri (New),1000,1080,1050,Rs/Quintal
Bargarh(Barapalli),Orissa,Paddy(Dhan),2012,February,0.8,Tonnes,NR,Other,1080,1080,1080,Rs/Quintal
Betnoti,Orissa,Paddy(Dhan),2012,February,59,Tonnes,NR,Other,1080,1110,1100,Rs/Quintal
Bhanjanagar,Orissa,Paddy(Dhan),2012,February,15,Tonnes,NR,Other,1080,1120,NR,Rs/Quintal
Digapahandi,Orissa,Paddy(Dhan),2012,February,42,Tonnes,NR,Other,1080,1120,1100,Rs/Quintal
Gunpur,Orissa,Paddy(Dhan),2012,February,614.7,Tonnes,"Orissa,Rayagada",1001,1080,1110,1080,Rs/Quintal
Hinjilicut,Orissa,Paddy(Dhan),2012,February,80,Tonnes,NR,Other,1000,1080,1050,Rs/Quintal
Jajpur,Orissa,Paddy(Dhan),2012,February,69.44,Tonnes,NR,1001,1080,1110,1080,Rs/Quintal
Jeypore,Orissa,Paddy(Dhan),2012,February,117,Tonnes,NR,Other,1080,1110,1100,Rs/Quintal
Karanjia,Orissa,Paddy(Dhan),2012,February,2.5,Tonnes,"Orissa,Mayurbhanja",Swarna Masuri (New),1080,1080,1080,Rs/Quintal
Kendrapara,Orissa,Paddy(Dhan),2012,February,46,Tonnes,NR,Other,1080,1110,1080,Rs/Quintal
Kesinga,Orissa,Paddy(Dhan),2012,February,10,Tonnes,NR,Other,1080,1080,1080,Rs/Quintal
Malkanagiri,Orissa,Paddy(Dhan),2012,February,18.5,Tonnes,NR,Other,1080,1130,1100,Rs/Quintal
Nawarangpur,Orissa,Paddy(Dhan),2012,February,531.63,Tonnes,"Orissa,Nowarangpur",Paddy Coarse,1080,1080,1080,Rs/Quintal
Rayagada(Muniguda),Orissa,Paddy(Dhan),2012,February,105.6,Tonnes,"Orissa,Rayagada",B P T,1080,1110,1080,Rs/Quintal
Thattanchavady,Pondicherry,Paddy(Dhan),2012,February,173.25,Tonnes,NR,ADT 37,521,943,700,Rs/Quintal
Thattanchavady,Pondicherry,Paddy(Dhan),2012,February,,,NR,ADT 39,663,1068,900,Rs/Quintal
Thattanchavady,Pondicherry,Paddy(Dhan),2012,February,,,NR,Co. 43,900,900,900,Rs/Quintal
Thattanchavady,Pondicherry,Paddy(Dhan),2012,February,,,NR,I.R. 20,873,873,873,Rs/Quintal
Thattanchavady,Pondicherry,Paddy(Dhan),2012,February,,,NR,Papatla,844,1191,1000,Rs/Quintal
Thattanchavady,Pondicherry,Paddy(Dhan),2012,February,,,NR,Pommani,625,900,750,Rs/Quintal
Thattanchavady,Pondicherry,Paddy(Dhan),2012,February,,,NR,Sinna Ponni,921,921,921,Rs/Quintal
Dinanagar,Punjab,Paddy(Dhan),2012,February,0.3,Tonnes,NR,Other,1800,1800,1800,Rs/Quintal
Faridkot,Punjab,Paddy(Dhan),2012,February,10,Tonnes,NR,Basumathi,1350,1625,1500,Rs/Quintal
Khanna,Punjab,Paddy(Dhan),2012,February,3.8,Tonnes,NR,Other,1570,1750,1625,Rs/Quintal
Hanumangarh,Rajasthan,Paddy(Dhan),2012,February,168.5,Tonnes,NR,Other,1591,1675,1670,Rs/Quintal
Hanumangarh,Rajasthan,Paddy(Dhan),2012,February,,,NR,Paddy,1490,1531,1530,Rs/Quintal
Pilli Banga,Rajasthan,Paddy(Dhan),2012,February,5,Tonnes,NR,Other,1635,1635,1635,Rs/Quintal
Ammoor,Tamil Nadu,Paddy(Dhan),2012,February,47.36,Tonnes,NR,ADT 37,875,997,936,Rs/Quintal
Ammoor,Tamil Nadu,Paddy(Dhan),2012,February,,,NR,Other,1136,1185,1161,Rs/Quintal
Ammoor,Tamil Nadu,Paddy(Dhan),2012,February,,,NR,Ponni,1136,1185,1161,Rs/Quintal
Anaimalai,Tamil Nadu,Paddy(Dhan),2012,February,18.6,Tonnes,NR,ADT 39,750,850,800,Rs/Quintal
Aruppukottai,Tamil Nadu,Paddy(Dhan),2012,February,NR,Tonnes,NR,Culture,860,940,900,Rs/Quintal
Aruppukottai,Tamil Nadu,Paddy(Dhan),2012,February,,,NR,TKM 9,810,860,835,Rs/Quintal
Arur,Tamil Nadu,Paddy(Dhan),2012,February,NR,Tonnes,NR,ADT 39,900,1150,1050,Rs/Quintal
Avalurpet,Tamil Nadu,Paddy(Dhan),2012,February,600,Tonnes,NR,Other,961,1059,1010,Rs/Quintal
